"category","id","kabupaten","kecamatan","kelurahan","nama_tempat","alamat","daya_tampung","koordinator","no_hp","dokumen","keterangan","lat","lon","created_at","updated_at","deleted_at"
"Dalam Observasi","1087","KAB. BLITAR","TALUN","Talun","SDN 01 Talun","Rt 02/08 pagal Kel. Talun ","10 orang","Priyo Nusantara","082143296800","","","-8.0909107","   112.2686272","0000-00-00 00:00:00","2020-04-10 20:19:01","0000-00-00 00:00:00"
"Dalam Observasi","1088","KAB. BLITAR","TALUN","Kaweron","Gedung PKK kel. kaweron","JL. Dr. wahidin no 1 ","20 Tempat tidur","Harmaji","081224040538","","","-8.0722386","112.2906873   ","0000-00-00 00:00:00","2020-04-10 20:21:07","0000-00-00 00:00:00"
"Dalam Observasi","1089","KAB. BLITAR","TALUN","Kamulan","a. Gedung serba guna kel. Kamulan","Jl. Semeru no 63 ","40 Tempat tidur","Eka Mulyono","081217418126","","","-8.0747857","   112.2701882","0000-00-00 00:00:00","2020-04-10 20:24:23","0000-00-00 00:00:00"
"Dalam Observasi","1090","KAB. BLITAR","TALUN","Bajang","Gedung serba guna","Jl. Kartomo No 18 ","20 Tempat tidur","Imam Hariyadi","082230411690","","","-8.0949522","112.2824434","0000-00-00 00:00:00","2020-04-10 20:27:47","0000-00-00 00:00:00"
"Dalam Observasi","1091","KAB. BLITAR","TALUN","Kendalrejo","Gedung PKK Ds Kendalrejo","Jl. Manggar no 01  ","10 Tempat tidur","Ahmadi Soefanan","082335095523","","","-8.0845031","112.2365153","0000-00-00 00:00:00","2020-04-10 20:36:15","0000-00-00 00:00:00"
"Dalam Observasi","1092","KAB. BLITAR","TALUN","Wonorejo","SDN 01 dan SDN 02 ","Dsn. kembang arum  ","25 dan 25 Tempat tidur","Fendriana Anitasari","081342667837","","","-8.1034861","112.2702482","0000-00-00 00:00:00","2020-04-10 20:41:06","0000-00-00 00:00:00"
"Dalam Observasi","1093","KAB. BLITAR","TALUN","Sragi","Gedung sekolah UPT SDN Sragi","Jl. Anggrek no 21 ","16 Tempat tidur","Leni puji astuti","081555345543","","","-8.1137472","112.2873403","0000-00-00 00:00:00","2020-04-10 20:45:40","0000-00-00 00:00:00"
"Dalam Observasi","1094","KAB. BLITAR","TALUN","Duren","Ruang PKK dan Gdg SG ","Jl. Raya Duren no 69 ","8 dan 40 Tempat tidur","Sudirman","082333771359","","","-8.1169121","112.2788048","0000-00-00 00:00:00","2020-04-10 20:34:35","0000-00-00 00:00:00"
"Dalam Observasi","1095","KAB. BLITAR","TALUN","Jabung","SDN Jabung","Jln. Brantas no 13 ","30 Tempat tidur","Iwan agus w","081333189472","","","-8.1361677","112.2515902","0000-00-00 00:00:00","2020-04-10 20:57:09","0000-00-00 00:00:00"
"Dalam Observasi","1096","KAB. BLITAR","TALUN","Jeblog","MI Al Islah","Jl. Singa jaya no 76 ","25 Tempat tidur","H. Hawin mualif","08563580339","","","-8.1168307","112.2498931","0000-00-00 00:00:00","2020-04-10 21:01:00","0000-00-00 00:00:00"
"Dalam Observasi","1097","KAB. BLITAR","TALUN","Jajar","SDN 02","Jl. Besole ","50 Tempat tidur","Yuli Supriyanto","081217758527","","","-8.0668271","   112.2772659","0000-00-00 00:00:00","2020-04-11 08:54:17","0000-00-00 00:00:00"
"Dalam Observasi","1098","KAB. BLITAR","TALUN","Pasirharjo","Ruang PKK dan Gdg SG ","Jl. A. Yani 01/02 Kaliputih ","10 dan 50 Tempat tidur","Chusnah Choriri","085201000222","","","-8.0883651","112.2446038   ","0000-00-00 00:00:00","2020-04-11 08:58:39","0000-00-00 00:00:00"
"Dalam Observasi","1099","KAB. BLITAR","TALUN","Bendosewu","Gedung serba guna bendosewu","RT 02/01 Ds. Bendosewu  ","25 Tempat tidur","Halla unariyani","081233961919","","","-8.1222636","112.2519564  ","0000-00-00 00:00:00","2020-04-11 09:04:19","0000-00-00 00:00:00"
"Dalam Observasi","1100","KAB. BLITAR","TALUN","Tumpang","G.Serba guna dan SDN 01","Jl. Anggrek No. 06 ","20 dan 20 Tempat tidur","Agus Salim","085736674469","","","-8.1288141","  112.2269189","0000-00-00 00:00:00","2020-04-11 09:13:04","0000-00-00 00:00:00"
"Dalam Observasi","1101","KAB. BLITAR","BAKUNG","Bakung","SDN I Bakung Kec Bakung","Jln. Trisula Desa Bakung Kec Bakung Kab Blitar ","10 tempat tidur","Bidan, Mesra /","081 252 655 793","","","-8.2694121","  112.0543953","0000-00-00 00:00:00","2020-04-11 09:16:47","0000-00-00 00:00:00"
"Dalam Observasi","1102","KAB. BLITAR","BAKUNG","Lorejo","Rumah Warga ( Ibu Tutik )","Rt 01/01 Ds Lorejo Kec Bakung Kab Blitar ","6 tempat tidur","Bidan, Alfi  /","081 334019 888","","","-8.2524935","  112.0756903","0000-00-00 00:00:00","2020-04-11 09:20:57","0000-00-00 00:00:00"
"Dalam Observasi","1103","KAB. BLITAR","BAKUNG","Ngrejo","SDN I  Desa Ngrejo Kec Bakung","Dsn Krajan Rt 01/02 Desa Ngrejo Kec Bakung  ","15 tempat tidur","Bidan, Ida  /","081 333 68140","","","-8.2421586","112.0644488","0000-00-00 00:00:00","2020-04-11 09:24:01","0000-00-00 00:00:00"
"Dalam Observasi","1104","KAB. BLITAR","BAKUNG","Kedung Banteng","Rumah Dinas Kades Kedung Banteng","Rt 01/01 Desa Kedung Banteng Kec Bakung ","7 tempat tidur","Bidan, Ana  /","085 733 323 533","","","-8.2502772","112.0751294  ","0000-00-00 00:00:00","2020-04-11 09:30:05","0000-00-00 00:00:00"
"Dalam Observasi","1105","KAB. BLITAR","BAKUNG","Bululawang","Rumah Dinas Kades Bululawang","Rt 02/02 Desa Bululawang Kec Bakung ","6 tempat tidur","Bidan , Enik /","085 333 868 993","","","-8.2873355","  112.0365353","0000-00-00 00:00:00","2020-04-11 09:30:51","0000-00-00 00:00:00"
"Dalam Observasi","1106","KAB. BLITAR","BAKUNG","Plandirejo","Ruang Aula Kantor Desa Plandirejo","Rt 02/01 Desa Plandirejo Kec Bakung ","5 tempat tidur","Bidan Ernawati /","085 233 488 556","","","-8.284962","   112.0037963","0000-00-00 00:00:00","2020-04-11 09:36:22","0000-00-00 00:00:00"
"Dalam Observasi","1107","KAB. BLITAR","BAKUNG","Sumberdadi","Ruang BPD &amp; Keaman Ds Sumberdadi","Rt 02/01 Dsn Krajan Desa Sumberdadi kec Bakung ","10 tempat tidur","Bidan Rina /","081 335 817 275","","","-8.2658901","   112.0392753","0000-00-00 00:00:00","2020-04-11 09:40:26","0000-00-00 00:00:00"
"Dalam Observasi","1108","KAB. BLITAR","BAKUNG","","Ruang BPD Desa Tumpak Kepoh ","Rt 05/02 Desa Tumpak Kepoh Kec Bakung Kab Blitar ","5 tempat tidur","Bidan Endarmini /","085 736 844 349","","","-8.2860345","  112.0768153","0000-00-00 00:00:00","2020-04-11 09:59:11","0000-00-00 00:00:00"
"Dalam Observasi","1109","KAB. BLITAR","BAKUNG","Pulerejo","SDN 3 Pulerejo Kec Bakung","Rt 03/06 Desa Pulerejo Kec Bakung Kab Blitar ","15 tempat tidur","Bidan Wiwik /","085 804 191 119","","","-8.2405531","  112.0243464","0000-00-00 00:00:00","2020-04-11 10:06:10","0000-00-00 00:00:00"
"Dalam Observasi","1110","KAB. BLITAR","BAKUNG","Sidomulyo","Aula Kantor Desa Sidomulyo","Rt 02/10 Dsn Kalimeneng Desa Sidomulyo Kec Bakung Kab Blitar ","20 tempat tidur","Bidan, Yanu /","085 784 103 878","","","-8.2940907","   112.0718554","0000-00-00 00:00:00","2020-04-11 10:09:55","0000-00-00 00:00:00"
"Dalam Observasi","1111","KAB. BLITAR","BAKUNG","","Ruang Darma Wanita Ds T. Oyot","Rt 05/01 Dsn Sumbersari  Desa Tumpak Oyot Kec Bakung Kab Blitar ","7 tempat tidur","Bidan Ernawati /","085 233 488 556","","","-8.2953371","  112.0202802","0000-00-00 00:00:00","2020-04-11 10:17:54","0000-00-00 00:00:00"
"Dalam Observasi","1112","KAB. BLITAR","PANGGUNGREJO","Panggungrejo","R. Kantor Desa dan  Kantor PKK","Jl. Protokol Panggungrejo ","20 tempat tidur","Karendrata, S.E","08567233555","","","-8.2493936","112.2345103  ","0000-00-00 00:00:00","2020-04-11 10:24:03","0000-00-00 00:00:00"
"Dalam Observasi","1113","KAB. BLITAR","PANGGUNGREJO","Margomulyo","Kantor PKM Margomulyo","  Ds. Margomulyo Kec. Panggungrejo ","10 tempat tidur","Haldoko M, S.Hut","08125276228 ","","","-8.1906505","   112.2480864","0000-00-00 00:00:00","2020-04-11 10:27:57","0000-00-00 00:00:00"
"Dalam Observasi","1114","KAB. BLITAR","PANGGUNGREJO","Bumiayu","Gedung Serba Guna","Jl. Protokol No. 34.A Bumiayu ","50 tempat tidur","Agus Wiyono","081233307087 ","","","-8.1940347","   112.2648459","0000-00-00 00:00:00","2020-04-11 10:31:19","0000-00-00 00:00:00"
"Dalam Observasi","1115","KAB. BLITAR","PANGGUNGREJO","Panggungasri","TK Darma Wanita Panggungasri","JL. Bunondo No.01 Ds. Panggungasri Rt 01 Rw 02 ","10 tempat tidur","Joko Arnawan","081290510636","","","-8.2156822","   112.2800884","0000-00-00 00:00:00","2020-04-11 10:34:51","0000-00-00 00:00:00"
"Dalam Observasi","1116","KAB. BLITAR","PANGGUNGREJO","Sumberagung","Ruang Kelas UPT SDN Sumberagung 01","Jl. Trisula Desa Sumberagung RT 03 RW 03 ","30 tempat tidur","Sukram","081334490401","","","-8.2437095","  112.2779453","0000-00-00 00:00:00","2020-04-11 10:39:45","0000-00-00 00:00:00"
"Dalam Observasi","1117","KAB. BLITAR","PANGGUNGREJO","Balerejo","Balai Dukuh Sekargadung","Dsn. Balerejo II Rt 02 Rw 02 Ds, Balerejo ","40 tempat tidur","Epdi Supriyo","082334741931","","","-8.2772172","   112.2785553","0000-00-00 00:00:00","2020-04-11 10:50:43","0000-00-00 00:00:00"
"Dalam Observasi","1118","KAB. BLITAR","PANGGUNGREJO","Kaligambir","TK Mulia 1 Ds. Kaligambir","Jl. Protokol No. 69 Kaligambir ","10 tempat  tidur","Abdul Muanap","085234729236","","","-8.2975372","   112.2562903","0000-00-00 00:00:00","2020-04-11 10:55:13","0000-00-00 00:00:00"
"Dalam Observasi","1119","KAB. BLITAR","PANGGUNGREJO","Sumbersih","TK Darma Wanita Sumbersih","Jl. Protokol Desa Sumbersih ","15 tempat tidur","Munawir G, S.Pdi","081216267821","","","-8.32149","   112.2155033","0000-00-00 00:00:00","2020-04-11 13:38:41","0000-00-00 00:00:00"
"Dalam Observasi","1120","KAB. BLITAR","PANGGUNGREJO","Serang","Ruang Kelas UPT SDN Klatak","Jl. Raya Serang ","50 tempat tidur","Dwi Handoko","081234034017","","","-8.3130795","  112.1978903 ","0000-00-00 00:00:00","2020-04-11 13:43:28","0000-00-00 00:00:00"
"Dalam Observasi","1121","KAB. BLITAR","PANGGUNGREJO","Kalitengah","Ruang Kelas UPT SDN Kalitengah 02","Dsn. Kaliduren Rt 01 Rw 01 Ds. Kalitengah ","50 tempat tidur","Sugeng, S.Pd","085213350321","","","-8.2486686","   112.2048803","0000-00-00 00:00:00","2020-04-11 13:47:35","0000-00-00 00:00:00"
"Dalam Observasi","1122","KAB. BLITAR","WATES","Tugurejo","Balai Desa Tugurejo","JL. P Tendean No 16 ","50 Orang","Bpk Supangat Hp","081333675262","","","-8.310907","   112.3241922","0000-00-00 00:00:00","2020-04-11 15:32:38","0000-00-00 00:00:00"
"Dalam Observasi","1123","KAB. BLITAR","WATES","Tulungrejo","Balai Desa Tulungrejo","Jl.Trisula ","25 Orang","Bpk Tarmuji Hp ","082245313311","","","-8.2985131","   112.2853503","0000-00-00 00:00:00","2020-04-11 13:59:44","0000-00-00 00:00:00"
"Dalam Observasi","1124","KAB. BLITAR","WATES","Purworejo","Balai Desa Purworejo","Jln.Brawijaya No 15 ","8 Orang","Bpk Eko Budi S Hp","085739496189","","","-8.2715612","  112.2943958","0000-00-00 00:00:00","2020-04-11 14:03:56","0000-00-00 00:00:00"
"Dalam Observasi","1125","KAB. BLITAR","WATES","Sumberarum","Balai Desa Sumberarum","Jl.Merdeka No 150 ","6 Orang","Agus Widodo Hp","085649969167","","","-8.2531592","   112.3263501","0000-00-00 00:00:00","2020-04-11 14:08:03","0000-00-00 00:00:00"
"Dalam Observasi","1126","KAB. BLITAR","WATES","Wates","Gedung Serba Guna","Jln.Merdeka No 74 ","20 Orang","Bpk Hamid Hp","085856518649","","","-8.2553411","  112.3557723 ","0000-00-00 00:00:00","2020-04-11 14:27:02","0000-00-00 00:00:00"
"Dalam Observasi","1127","KAB. BLITAR","WATES","Ringinrejo","Balai Desa Ringinrejo","Jln.Basuki Rahmat ","12 Orang","Bpk Bintoro Hp","082141112002","","","-8.301825","   112.2965353","0000-00-00 00:00:00","2020-04-11 14:30:49","0000-00-00 00:00:00"
"Dalam Observasi","1128","KAB. BLITAR","WATES","Mojorejo","Ruang Babinsa/Bhabinkamtibmas","Jln.Kusuma No 27 ","6 Orang","Bpk Koko Hp","081333967167","","","-8.2493722","   112.3408237","0000-00-00 00:00:00","2020-04-11 14:34:14","0000-00-00 00:00:00"
"Dalam Observasi","1129","KAB. BLITAR","WATES","Sukorejo","Balai Desa Sukorejo","Jln.Trisula No 02 ","8 Orang","Bpk Yohanes Hp","081336648445","","","-8.2865472","  112.3392004","0000-00-00 00:00:00","2020-04-11 14:38:45","0000-00-00 00:00:00"
"Dalam Observasi","1130","KAB. BLITAR","SELOREJO","Ampelgading","SDN 02 Ampel Gading","Desa Ampel Gading ","100  Orang","Suyanto S.Sos /","081336379619","","","-8.044593","112.4149063","0000-00-00 00:00:00","2020-04-11 14:42:32","0000-00-00 00:00:00"
"Dalam Observasi","1131","KAB. BLITAR","SELOREJO","Sidomulyo","SDN 01 Sidomulyo","Desa Sidomulyo ","60 Orang","Bpk. Sumaji /","081217730906","","","-8.0865357","112.4253674","0000-00-00 00:00:00","2020-04-11 14:45:53","0000-00-00 00:00:00"
"Dalam Observasi","1132","KAB. BLITAR","SELOREJO","Boro","Sdn 01 Boro","Desa Boro ","35 Orang","Bpk. Untung /","081333936270","","","-8.1157766","112.4292344","0000-00-00 00:00:00","2020-04-11 14:49:13","0000-00-00 00:00:00"
"Dalam Observasi","1133","KAB. BLITAR","SELOREJO","Ngreco","SDN Ngreco","Jln.Kawi No.06  ","30 Orang","Ibu Purwati /","081333080025","","","-8.1398947","   112.4373862","0000-00-00 00:00:00","2020-04-11 14:55:10","0000-00-00 00:00:00"
"Dalam Observasi","1134","KAB. BLITAR","SELOREJO","Olak Alen","SDN Olak Alen","Desa Olak Alen ","60 Orang","Bpk. Suyanto /","085755739599","","","-8.1270721","  112.4178424","0000-00-00 00:00:00","2020-04-10 20:18:23","0000-00-00 00:00:00"
"Dalam Observasi","1135","KAB. BLITAR","SELOREJO","Selorejo","SDN 01 Selorejo","Desa Selorejo ","100 Orang","M Ainurofik /","085655865511","","","-8.1416281","  112.4043428","0000-00-00 00:00:00","2020-04-11 14:55:53","0000-00-00 00:00:00"
"Dalam Observasi","1136","KAB. BLITAR","SELOREJO","Pohgajih","SDN 01 Phogajih","Desa Pohgajih ","20 Orang","Bpk. Mukani /","081336061820","","","-8.1547681","  112.4046858","0000-00-00 00:00:00","2020-04-10 20:23:59","0000-00-00 00:00:00"
"Dalam Observasi","1137","KAB. BLITAR","SELOREJO","Pohgajih","Rmh Ibu Kriswati Rt 4 ","Desa Pohgajih ","10 Orang","Bpk. Mukani /","081336061820","","","-8.1547681","112.4046858   ","0000-00-00 00:00:00","2020-04-10 20:25:56","0000-00-00 00:00:00"
"Dalam Observasi","1138","KAB. BLITAR","SELOREJO","Sumberagung","SDN 01 Sumberagung","Desa Sumberagung ","30 Orang","Eko Harmono /","081334737070","","","-8.1123886","  112.4077609","0000-00-00 00:00:00","2020-04-11 14:58:01","0000-00-00 00:00:00"
"Dalam Observasi","1139","KAB. BLITAR","SELOREJO","Banjarsari","SDN 01 Banjarsari","Desa Banjarsari ","25 Orang","Joko Susilo S /","081334056023","","","-8.1207203","112.4052496","0000-00-00 00:00:00","2020-04-11 09:39:57","0000-00-00 00:00:00"
"Dalam Observasi","1140","KAB. BLITAR","SELOREJO","Ngrendeng","SDN 01 Ngrendeng","Desa Ngrendeng ","80 Orang","Moh Huda","082337741717","","","-8.0987073","112.4237731","0000-00-00 00:00:00","2020-04-11 09:32:33","0000-00-00 00:00:00"
"Dalam Observasi","1141","KAB. BLITAR","KESAMBEN","Bumirejo","SDN 03 Bumirejo","Dsn. Sukorejo Rt. 03  Rw. 01 Ds. Bumirejo","30 orang","Siswoyo","085856460006","","","-8.0733019","112.4186326","0000-00-00 00:00:00","2020-04-11 08:29:15","0000-00-00 00:00:00"
"Dalam Observasi","1142","KAB. BLITAR","KESAMBEN","Kemirigede","Ruang Balai Lumbung ","Rt. 02 Rw. 02          Desa. Kemirigede","15 orang","Hari P, S.Sos","085303420036","","","-8.0705226","112.3910873","0000-00-00 00:00:00","2020-04-10 20:41:44","0000-00-00 00:00:00"
"Dalam Observasi","1143","KAB. BLITAR","KESAMBEN","Tapakrejo","SDN 01 Tapakrejo","Rt. 01 Rw. 01  Desa. Tapakrejo","20 orang","Erwin D, S.Pd","081217862295","","","-8.0939996","112.3883104","0000-00-00 00:00:00","2020-04-10 20:43:23","0000-00-00 00:00:00"
"Dalam Observasi","1144","KAB. BLITAR","KESAMBEN","Tepas","SDN 04 Tepas","Dsn. Tepas  Rt. 01 Rw. 02 Desa. Tepas","20 orang","Suparman","082132731662","","","-8.0970736","112.3719119","0000-00-00 00:00:00","2020-04-11 08:37:25","0000-00-00 00:00:00"
"Dalam Observasi","1145","KAB. BLITAR","KESAMBEN","Pagerwojo","Rumah Joglo              (Bpk. Hariyadi)","Dsn. Krajan Rt. 12 Rw. 03 Ds. Pagerwojo ","30 orang","Mujiadi ","081217237549","","","-8.1285556","  112.3670404","0000-00-00 00:00:00","2020-04-10 20:50:03","0000-00-00 00:00:00"
"Dalam Observasi","1146","KAB. BLITAR","KESAMBEN","Pagergunung","Aula Kantor Desa          Pagergunung","Dsn. Sembung Rt. 03 Rw. 01 Desa Pagergunung ","30 orang","Asmanto            ","082331391774","","","-8.1421221","112.3624378   ","0000-00-00 00:00:00","2020-04-10 20:52:44","0000-00-00 00:00:00"
"Dalam Observasi","1147","KAB. BLITAR","KESAMBEN","Sukoanyar","SDN 02 Sukoanyar","Dsn. Sukoanyar Rt.03 Rw. 01 Desa Sukoanyar ","20 orang","Riyono ","081233335379","","","-8.1499773","112.4005135","0000-00-00 00:00:00","2020-04-11 08:39:41","0000-00-00 00:00:00"
"Dalam Observasi","1148","KAB. BLITAR","KESAMBEN","Jugo","SDN 01 Jugo","Dsn. Sanggrahan Rt. 02 Rw. 01 Ds. Jugo ","30 orang","Heri Prasetyo","081239123278","","","-8.1578736","   112.3177046","0000-00-00 00:00:00","2020-04-10 20:58:32","0000-00-00 00:00:00"
"Dalam Observasi","1149","KAB. BLITAR","KESAMBEN","Kesamben","Aula Kantor Desa Kesamben","Jl. Kejagung Suprapto Rt. 03 Rw. 02 Kesamben ","30 orang","Sutaji    ","082359174337","","","-8.1422826","  112.3457379","0000-00-00 00:00:00","2020-04-10 21:01:41","0000-00-00 00:00:00"
"Dalam Observasi","1150","KAB. BLITAR","KESAMBEN","Siraman","SDN 03 Siraman","Dsn. Bambang Rt. 05  Rw. 02 Ds. Siraman","20 orang","Budi Arif Rohman","082330000500","","","-8.1453511","112.3243288","0000-00-00 00:00:00","2020-04-10 21:03:32","0000-00-00 00:00:00"
"Dalam Observasi","1151","KAB. BLITAR","WONOTIRTO","Pasiraman","Kantor Polindes Desa Pasiraman","jalan raya pasiraman no. 03","5 Tempat Tidur","Sujud Hariyanto /","085711146681","","","-8.2431882","112.1215754","0000-00-00 00:00:00","2020-04-11 09:32:16","0000-00-00 00:00:00"
"Dalam Observasi","1152","KAB. BLITAR","WONOTIRTO","Kaligrenjeng","Balai Desa Kaligrenjeng Ruang BPD","Ds Kaligrenjeng ","5 Tempat Tidur","Endang, Amd. Keb","081334266968","","","-8.283818","  112.1150504","0000-00-00 00:00:00","2020-04-10 21:09:01","0000-00-00 00:00:00"
"Dalam Observasi","1153","KAB. BLITAR","WONOTIRTO","Wonotirto","Ruang Poskesdes","Dsn.  Krajan Rt. 01 Rw. 02","5 Tempat Tidur","Ais Dwi W Amd,Keb /","085855504444","","","-8.235902","112.1686305","0000-00-00 00:00:00","2020-04-11 09:29:56","0000-00-00 00:00:00"
"Dalam Observasi","1154","KAB. BLITAR","WONOTIRTO","Tambakrejo","Vila Pesanggrahan","Dsn Krajan Rt 02 Rw 01  ","7 Tempat tidur","Narwiyah /","081334820714","","","-8.3033636","   112.1318818","0000-00-00 00:00:00","2020-04-11 09:28:16","0000-00-00 00:00:00"
"Dalam Observasi","1155","KAB. BLITAR","WONOTIRTO","Gununggede","Ruang Poskesdes","Dsn Krajan Rt 01 Rw 01  ","10 Tempat tidur","Yeni /","085853330355","","","-8.2622466","112.1543753","0000-00-00 00:00:00","2020-04-10 21:27:28","0000-00-00 00:00:00"
"Dalam Observasi","1156","KAB. BLITAR","WONOTIRTO","Sumberboto","Ruang BPD","Sumberboto Rt 5 Rw 3 ","5 Tempat Tidur","Woro /","082141966000","","","-8.2387735","112.1186142","0000-00-00 00:00:00","2020-04-10 21:29:10","0000-00-00 00:00:00"
"Dalam Observasi","1157","KAB. BLITAR","WONOTIRTO","Ngadipuro","1. RUANG PONKESDES 2. RUANG POLINDES","Dsn Besole Rt 02. Rw. 01 Dsn Krajan rt 02. Rw 01","10 Tempat tidur + 5 Tempat Tidur","Santi /","085790866723","","","-8.298166","112.1733653","0000-00-00 00:00:00","2020-04-10 21:32:18","0000-00-00 00:00:00"
"Dalam Observasi","1158","KAB. BLITAR","WONOTIRTO","Ngeni","Kantor Desa Ngeni","Dsn KrajanRt 01. Rw 01 ","5 Tempat Tidur","Yulis /","082333956440","","","-8.2637801","112.2015982","0000-00-00 00:00:00","2020-04-11 09:25:32","0000-00-00 00:00:00"
"Dalam Observasi","1159","KAB. BLITAR","WONODADI","Wonodadi","Gedung Perpustakaan","Jl, Supriadi ","5 orang","H. Mahmudi","","","","-8.0563187","112.0009783","0000-00-00 00:00:00","2020-04-11 09:24:00","0000-00-00 00:00:00"
"Dalam Observasi","1160","KAB. BLITAR","WONODADI","Pikatan","Gedung Olah Raga Serba Guna","Jl. Raya Pikatan ","100 orang","Heriyanto","","","","-8.0568349","112.0208397","0000-00-00 00:00:00","2020-04-11 09:21:52","0000-00-00 00:00:00"
"Dalam Observasi","1161","KOTA BLITAR","KEPANJENKIDUL","Tanggung","Gedung SMPN 3 Kota Blitar","Kel Tanggung  ","100 orang","PLT Wali Kota","","","","-8.065003","112.1675124","0000-00-00 00:00:00","2020-04-11 09:15:23","0000-00-00 00:00:00"
"Dalam Observasi","1162","KOTA BLITAR","SUKOREJO","Plosokerep","Gedung Kesenian ","Jln Kenari Plosokerep ","100 orang","PLT Wali Kota","","","","-8.1097195","112.164889","0000-00-00 00:00:00","2020-04-11 09:12:24","0000-00-00 00:00:00"
"Dalam Observasi","1163","KOTA BLITAR","SANANWETAN","","Rusunawa Yonif 511","Jln Sumba Sananwetan  ","100 orang","PLT Wali Kota","","","","-8.1045115","112.1391337","0000-00-00 00:00:00","2020-04-11 07:38:25","0000-00-00 00:00:00"
"Dalam Observasi","1164","KAB. NGANJUK","NGANJUK","Kartoharjo","SDN 1 Kartoharjo","Jl. Mayjen Sutoyo IV Kel. Kartoharjo ","30 Tempat Tidur","Sumaji S.Sos","085235523451","","","-7,5987604","111,931027","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1165","KAB. NGANJUK","NGANJUK","Ploso","SDN 2 Ploso","Jl. Anjuk Ladang No 01 Kel. Ploso ","20 Tempat Tidur","Nurosid Husain Hidayat S.Stp","","","","-7,6175406","111,8929817","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1166","KAB. NGANJUK","NGANJUK","Payaman","SDN 3 Payaman","Jln. Megantoro Kel. Payaman ","25 Tempat Tidur","Dyah Purwaning, S.Pd ","","","","-7,6045867","111,8997977","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1167","KAB. NGANJUK","NGANJUK","Bogo","SDN 1 Bogo ","Jl Lurah Surodarmo 11 Kel. Bogo ","15 Tempat Tidur","Leli Subagyo,S.Pd ","081332927748","","","-7,6031192","111,8883585","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1168","KAB. NGANJUK","NGANJUK","Kauman","SDN 1 Kauman","Jl Jaksa Agung Suprapto Kel. Kauman ","15 Tempat Tidur","Agung Evendy,S.STP,M.Si","","","","-7,5999678","111,8951184","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1169","KAB. NGANJUK","NGANJUK","Ringinanom","SDN Ringianom","Jln Bengawan Solo 07 Kel. Ringinanom ","40 Tempat Tidur","Muksan,S.H. ","085233847377","","","-7,5871793","111,8893568","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1170","KAB. NGANJUK","NGANJUK","Cangkringan","SDN 1 Cangkringan","Jln Lurah Surodarmo 1 Kelurahan Cangkringan ","12 Tempat Tidur","Ibrozah, S.AP ","085336407722","","","-7,6020929","111,8871286","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1171","KAB. NGANJUK","NGANJUK","Mangundikaran","SDN 3 Mangundikaran","Jln Pangsud 6 Link. Kedungdandang Mangundikaran ","15 Tempat Tidur","Azfandi Miftakhul Yaqin, S.IP,M.AP","","","","-7,5995598","111,9124097","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1172","KAB. NGANJUK","NGANJUK","Werungotok","SDN 1 Werungotok","Jln Cintadui No 03 Kel. Werungotok ","15 Tempat Tidur","Lukman Efendi SH,M.Si","","","","-7,5995597","111,9058436","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1173","KAB. NGANJUK","NGANJUK","Kramat","SDN 1 Kramat","Jln Lawu 01 Kel. Kramat ","20 Tempat Tidur","Nuri Prihandoko,S.STP,M.KP","","","","-7,6130712","111,9112537","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1174","KAB. NGANJUK","NGANJUK","Balongpacul","SDN  Balongpacul","Rt 02 Rw 02  Desa Balongpacul ","12 Tempat Tidur","Erwin Nanto,ST ","085335696826","","","-7,5698126","111,9204108","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1175","KAB. NGANJUK","NGANJUK","Jatirejo","SDN 1  Jatirejo","Jln Letjend Suprapto V Kel. Jatirejo ","20 Tempat Tidur","Wisnu Prawoko,S.STP.M.Si","","","","-7,6173568","111,8843937","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1176","KAB. NGANJUK","NGANJUK","Begadung","SDN 1 Begadung","Jln Barito 178 Kelurahan Begadung ","15 Tempat Tidur","Purwo Hadi Setiyo Wicaksono,S.STP","","","","-7,5848839","111,8873921","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
